medicao_id,ativo_id,medicao_ts,geracao_mwh,carga_mw,disponibilidade_pct,temperatura_c,qualidade_dado
MED-1343,ATV-007,2026-08-07T23:00:00,333.03,191.85,98.59,11.2,Medido
MED-1344,ATV-008,2026-08-07T23:00:00,161.67,128.2,82.68,11.7,Medido
MED-1345,ATV-001,2026-08-08T00:00:00,3.6,55.44,93.85,17.0,Medido
MED-1346,ATV-002,2026-08-08T00:00:00,235.2,76.91,80.74,14.9,Medido
MED-1347,ATV-003,2026-08-08T00:00:00,313.07,104.05,97.63,16.3,Estimado
MED-1348,ATV-004,2026-08-08T00:00:00,205.8,77.42,85.12,18.3,Medido
MED-1349,ATV-005,2026-08-08T00:00:00,342.42,121.54,99.7,17.4,Medido
MED-1350,ATV-006,2026-08-08T00:00:00,3.2,72.28,98.03,15.7,Medido
MED-1351,ATV-007,2026-08-08T00:00:00,391.34,144.69,97.74,12.6,Medido
MED-1352,ATV-008,2026-08-08T00:00:00,200.47,101.08,82.64,13.1,Medido
MED-1353,ATV-001,2026-08-08T01:00:00,3.6,55.44,93.85,16.1,Medido
MED-1354,ATV-002,2026-08-08T01:00:00,235.2,76.91,80.74,13.9,Estimado
MED-1355,ATV-003,2026-08-08T01:00:00,313.6,104.05,97.63,15.3,Medido
MED-1356,ATV-004,2026-08-08T01:00:00,205.8,77.42,85.12,17.3,Medido
MED-1357,ATV-005,2026-08-08T01:00:00,343.0,121.54,99.7,16.4,Medido
MED-1358,ATV-006,2026-08-08T01:00:00,3.2,72.28,98.03,14.7,Medido
MED-1359,ATV-007,2026-08-08T01:00:00,392.0,144.69,97.74,11.6,Medido
MED-1360,ATV-008,2026-08-08T01:00:00,187.01,101.08,82.64,12.1,Medido
MED-1361,ATV-001,2026-08-08T02:00:00,3.6,55.44,93.85,15.7,Estimado
MED-1362,ATV-002,2026-08-08T02:00:00,235.2,76.91,80.74,13.6,Medido
MED-1363,ATV-003,2026-08-08T02:00:00,313.6,104.05,97.63,15.0,Medido
MED-1364,ATV-004,2026-08-08T02:00:00,205.8,77.42,85.12,17.0,Medido
MED-1365,ATV-005,2026-08-08T02:00:00,343.0,121.54,99.7,16.1,Medido
MED-1366,ATV-006,2026-08-08T02:00:00,3.2,72.28,98.03,14.3,Medido
MED-1367,ATV-007,2026-08-08T02:00:00,392.0,144.69,97.74,11.3,Medido
MED-1368,ATV-008,2026-08-08T02:00:00,174.39,101.08,82.64,11.7,Medido
MED-1369,ATV-001,2026-08-08T03:00:00,3.6,55.44,93.85,16.1,Medido
MED-1370,ATV-002,2026-08-08T03:00:00,235.2,76.91,80.74,13.9,Medido
MED-1371,ATV-003,2026-08-08T03:00:00,313.6,104.05,97.63,15.3,Medido
MED-1372,ATV-004,2026-08-08T03:00:00,205.8,77.42,85.12,17.3,Medido
MED-1373,ATV-005,2026-08-08T03:00:00,343.0,121.54,99.7,16.4,Medido
MED-1374,ATV-006,2026-08-08T03:00:00,3.2,72.28,98.03,14.7,Medido
MED-1375,ATV-007,2026-08-08T03:00:00,392.0,144.69,97.74,11.6,Medido
MED-1376,ATV-008,2026-08-08T03:00:00,162.89,101.08,82.64,12.1,Medido
MED-1377,ATV-001,2026-08-08T04:00:00,3.6,55.44,93.85,17.0,Medido
MED-1378,ATV-002,2026-08-08T04:00:00,235.2,76.91,80.74,14.9,Medido
MED-1379,ATV-003,2026-08-08T04:00:00,313.6,104.05,97.63,16.3,Medido
MED-1380,ATV-004,2026-08-08T04:00:00,205.8,77.42,85.12,18.3,Medido
MED-1381,ATV-005,2026-08-08T04:00:00,343.0,121.54,99.7,17.4,Medido
MED-1382,ATV-006,2026-08-08T04:00:00,3.2,72.28,98.03,15.7,Medido
MED-1383,ATV-007,2026-08-08T04:00:00,392.0,144.69,97.74,12.6,Medido
MED-1384,ATV-008,2026-08-08T04:00:00,152.74,101.08,82.64,13.1,Medido
MED-1385,ATV-001,2026-08-08T05:00:00,3.6,55.44,93.85,18.6,Medido
MED-1386,ATV-002,2026-08-08T05:00:00,235.2,76.91,80.74,16.5,Medido
MED-1387,ATV-003,2026-08-08T05:00:00,313.6,104.05,97.63,17.9,Medido
MED-1388,ATV-004,2026-08-08T05:00:00,205.8,77.42,85.12,19.9,Medido
MED-1389,ATV-005,2026-08-08T05:00:00,343.0,121.54,99.7,19.0,Medido
MED-1390,ATV-006,2026-08-08T05:00:00,3.2,72.28,98.03,17.3,Medido
MED-1391,ATV-007,2026-08-08T05:00:00,392.0,144.69,97.74,14.2,Medido
MED-1392,ATV-008,2026-08-08T05:00:00,144.14,101.08,82.64,14.7,Medido
MED-1393,ATV-001,2026-08-08T06:00:00,3.6,55.44,93.85,20.7,Medido
MED-1394,ATV-002,2026-08-08T06:00:00,235.2,76.91,80.74,18.6,Medido
MED-1395,ATV-003,2026-08-08T06:00:00,313.6,104.05,97.63,20.0,Medido
MED-1396,ATV-004,2026-08-08T06:00:00,205.8,77.42,85.12,22.0,Medido
MED-1397,ATV-005,2026-08-08T06:00:00,343.0,121.54,99.7,21.1,Medido
MED-1398,ATV-006,2026-08-08T06:00:00,3.2,72.28,98.03,19.3,Medido
MED-1399,ATV-007,2026-08-08T06:00:00,392.0,144.69,97.74,16.3,Medido
MED-1400,ATV-008,2026-08-08T06:00:00,137.27,101.08,82.64,16.7,Medido
MED-1401,ATV-001,2026-08-08T07:00:00,52.22,55.44,93.85,23.1,Medido
MED-1402,ATV-002,2026-08-08T07:00:00,235.2,76.91,80.74,21.0,Medido
MED-1403,ATV-003,2026-08-08T07:00:00,313.6,104.05,97.63,22.4,Medido
MED-1404,ATV-004,2026-08-08T07:00:00,205.8,77.42,85.12,24.4,Medido
MED-1405,ATV-005,2026-08-08T07:00:00,343.0,121.54,99.7,23.5,Medido
MED-1406,ATV-006,2026-08-08T07:00:00,46.42,72.28,98.03,21.7,Medido
MED-1407,ATV-007,2026-08-08T07:00:00,392.0,144.69,97.74,18.7,Medido
MED-1408,ATV-008,2026-08-08T07:00:00,132.27,101.08,82.64,19.2,Medido
MED-1409,ATV-001,2026-08-08T08:00:00,100.89,66.87,93.85,25.7,Medido
MED-1410,ATV-002,2026-08-08T08:00:00,235.2,92.16,80.74,23.6,Medido
MED-1411,ATV-003,2026-08-08T08:00:00,313.6,124.38,97.63,25.0,Medido
MED-1412,ATV-004,2026-08-08T08:00:00,205.8,90.77,85.12,27.0,Medido
MED-1413,ATV-005,2026-08-08T08:00:00,343.0,143.78,99.7,26.1,Medido
MED-1414,ATV-006,2026-08-08T08:00:00,89.68,82.44,98.03,24.3,Medido
MED-1415,ATV-007,2026-08-08T08:00:00,392.0,170.1,97.74,21.3,Medido
MED-1416,ATV-008,2026-08-08T08:00:00,129.24,115.7,82.64,21.7,Medido
MED-1417,ATV-001,2026-08-08T09:00:00,142.68,66.87,93.85,28.3,Medido
MED-1418,ATV-002,2026-08-08T09:00:00,235.2,92.16,80.74,26.2,Medido
MED-1419,ATV-003,2026-08-08T09:00:00,313.6,124.38,97.63,27.6,Medido
MED-1420,ATV-004,2026-08-08T09:00:00,205.8,90.77,85.12,29.6,Medido
MED-1421,ATV-005,2026-08-08T09:00:00,343.0,143.78,99.7,28.7,Medido
MED-1422,ATV-006,2026-08-08T09:00:00,126.83,82.44,98.03,26.9,Medido
MED-1423,ATV-007,2026-08-08T09:00:00,392.0,170.1,97.74,23.9,Medido
MED-1424,ATV-008,2026-08-08T09:00:00,128.24,115.7,82.64,24.3,Medido
MED-1425,ATV-001,2026-08-08T10:00:00,174.75,66.87,93.85,30.7,Medido
MED-1426,ATV-002,2026-08-08T10:00:00,235.2,92.16,80.74,28.6,Medido
MED-1427,ATV-003,2026-08-08T10:00:00,313.6,124.38,97.63,30.0,Medido
MED-1428,ATV-004,2026-08-08T10:00:00,205.8,90.77,85.12,32.0,Medido
MED-1429,ATV-005,2026-08-08T10:00:00,343.0,143.78,99.7,31.1,Medido
MED-1430,ATV-006,2026-08-08T10:00:00,155.33,82.44,98.03,29.3,Medido
MED-1431,ATV-007,2026-08-08T10:00:00,392.0,170.1,97.74,26.3,Medido
MED-1432,ATV-008,2026-08-08T10:00:00,129.29,115.7,82.64,26.7,Medido
MED-1433,ATV-001,2026-08-08T11:00:00,176.4,66.87,93.85,32.8,Medido
MED-1434,ATV-002,2026-08-08T11:00:00,235.2,92.16,80.74,30.7,Medido
MED-1435,ATV-003,2026-08-08T11:00:00,313.6,124.38,97.63,32.1,Medido
MED-1436,ATV-004,2026-08-08T11:00:00,195.87,90.77,85.12,34.1,Medido
MED-1437,ATV-005,2026-08-08T11:00:00,343.0,143.78,99.7,33.2,Medido
MED-1438,ATV-006,2026-08-08T11:00:00,156.8,82.44,98.03,31.4,Medido
MED-1439,ATV-007,2026-08-08T11:00:00,392.0,170.1,97.74,28.4,Medido
MED-1440,ATV-008,2026-08-08T11:00:00,132.38,115.7,82.64,28.8,Medido
MED-1441,ATV-001,2026-08-08T12:00:00,176.4,66.87,93.85,34.4,Medido
MED-1442,ATV-002,2026-08-08T12:00:00,235.2,92.16,80.74,32.3,Medido
MED-1443,ATV-003,2026-08-08T12:00:00,313.6,124.38,97.63,33.6,Medido
MED-1444,ATV-004,2026-08-08T12:00:00,183.04,90.77,85.12,35.7,Medido
MED-1445,ATV-005,2026-08-08T12:00:00,343.0,143.78,99.7,34.7,Medido
MED-1446,ATV-006,2026-08-08T12:00:00,156.8,82.44,98.03,33.0,Medido
MED-1447,ATV-007,2026-08-08T12:00:00,392.0,170.1,97.74,30.0,Medido
MED-1448,ATV-008,2026-08-08T12:00:00,137.43,115.7,82.64,30.4,Medido
MED-1449,ATV-001,2026-08-08T13:00:00,176.4,66.87,93.85,35.4,Medido
MED-1450,ATV-002,2026-08-08T13:00:00,235.2,92.16,80.74,33.3,Medido
MED-1451,ATV-003,2026-08-08T13:00:00,313.6,124.38,97.63,34.6,Medido
MED-1452,ATV-004,2026-08-08T13:00:00,170.74,90.77,85.12,36.7,Medido
MED-1453,ATV-005,2026-08-08T13:00:00,343.0,143.78,99.7,35.7,Medido
MED-1454,ATV-006,2026-08-08T13:00:00,156.8,82.44,98.03,34.0,Medido
MED-1455,ATV-007,2026-08-08T13:00:00,392.0,170.1,97.74,31.0,Medido
MED-1456,ATV-008,2026-08-08T13:00:00,144.35,115.7,82.64,31.4,Medido
MED-1457,ATV-001,2026-08-08T14:00:00,174.75,66.87,93.85,35.7,Medido
MED-1458,ATV-002,2026-08-08T14:00:00,235.2,92.16,80.74,33.6,Medido
MED-1459,ATV-003,2026-08-08T14:00:00,313.6,124.38,97.63,35.0,Medido
MED-1460,ATV-004,2026-08-08T14:00:00,159.23,90.77,85.12,37.0,Medido
MED-1461,ATV-005,2026-08-08T14:00:00,343.0,143.78,99.7,36.1,Medido
MED-1462,ATV-006,2026-08-08T14:00:00,155.33,82.44,98.03,34.3,Medido
MED-1463,ATV-007,2026-08-08T14:00:00,392.0,170.1,97.74,31.3,Medido
MED-1464,ATV-008,2026-08-08T14:00:00,152.99,115.7,82.64,31.7,Estimado
MED-1465,ATV-001,2026-08-08T15:00:00,142.68,66.87,93.85,35.4,Medido
MED-1466,ATV-002,2026-08-08T15:00:00,235.2,92.16,80.74,33.3,Medido
MED-1467,ATV-003,2026-08-08T15:00:00,313.6,124.38,97.63,34.6,Medido
MED-1468,ATV-004,2026-08-08T15:00:00,148.73,90.77,85.12,36.7,Medido
MED-1469,ATV-005,2026-08-08T15:00:00,343.0,143.78,99.7,35.7,Medido
MED-1470,ATV-006,2026-08-08T15:00:00,126.83,82.44,98.03,34.0,Medido
MED-1471,ATV-007,2026-08-08T15:00:00,392.0,170.1,97.74,31.0,Estimado
MED-1472,ATV-008,2026-08-08T15:00:00,163.18,115.7,82.64,31.4,Medido
MED-1473,ATV-001,2026-08-08T16:00:00,100.89,66.87,93.85,34.4,Medido
MED-1474,ATV-002,2026-08-08T16:00:00,235.2,92.16,80.74,32.3,Medido
MED-1475,ATV-003,2026-08-08T16:00:00,313.6,124.38,97.63,33.6,Medido
MED-1476,ATV-004,2026-08-08T16:00:00,139.46,90.77,85.12,35.7,Medido
MED-1477,ATV-005,2026-08-08T16:00:00,343.0,143.78,99.7,34.7,Medido
MED-1478,ATV-006,2026-08-08T16:00:00,89.68,82.44,98.03,33.0,Estimado
MED-1479,ATV-007,2026-08-08T16:00:00,392.0,170.1,97.74,30.0,Medido
MED-1480,ATV-008,2026-08-08T16:00:00,174.72,115.7,82.64,30.4,Medido
MED-1481,ATV-001,2026-08-08T17:00:00,52.22,66.87,93.85,32.8,Medido
MED-1482,ATV-002,2026-08-08T17:00:00,223.85,92.16,80.74,30.7,Medido
MED-1483,ATV-003,2026-08-08T17:00:00,313.6,124.38,97.63,32.1,Medido
MED-1484,ATV-004,2026-08-08T17:00:00,131.61,90.77,85.12,34.1,Medido
MED-1485,ATV-005,2026-08-08T17:00:00,343.0,143.78,99.7,33.2,Estimado
MED-1486,ATV-006,2026-08-08T17:00:00,46.42,82.44,98.03,31.4,Medido
MED-1487,ATV-007,2026-08-08T17:00:00,392.0,170.1,97.74,28.4,Medido
MED-1488,ATV-008,2026-08-08T17:00:00,187.35,115.7,82.64,28.8,Medido
MED-1489,ATV-001,2026-08-08T18:00:00,3.6,66.87,93.85,30.7,Medido
MED-1490,ATV-002,2026-08-08T18:00:00,209.19,92.16,80.74,28.6,Medido
MED-1491,ATV-003,2026-08-08T18:00:00,313.6,124.38,97.63,30.0,Medido
MED-1492,ATV-004,2026-08-08T18:00:00,125.33,90.77,85.12,32.0,Estimado
MED-1493,ATV-005,2026-08-08T18:00:00,343.0,143.78,99.7,31.1,Medido
MED-1494,ATV-006,2026-08-08T18:00:00,3.2,82.44,98.03,29.3,Medido
MED-1495,ATV-007,2026-08-08T18:00:00,392.0,170.1,97.74,26.3,Medido
MED-1496,ATV-008,2026-08-08T18:00:00,200.84,115.7,82.64,26.7,Medido
MED-1497,ATV-001,2026-08-08T19:00:00,3.6,66.87,93.85,28.3,Medido
MED-1498,ATV-002,2026-08-08T19:00:00,195.14,92.16,80.74,26.2,Medido
MED-1499,ATV-003,2026-08-08T19:00:00,313.6,124.38,97.63,27.6,Estimado
MED-1500,ATV-004,2026-08-08T19:00:00,120.77,90.77,85.12,29.6,Medido
MED-1501,ATV-005,2026-08-08T19:00:00,343.0,143.78,99.7,28.7,Medido
MED-1502,ATV-006,2026-08-08T19:00:00,3.2,82.44,98.03,26.9,Medido
MED-1503,ATV-007,2026-08-08T19:00:00,392.0,170.1,97.74,23.9,Medido
MED-1504,ATV-008,2026-08-08T19:00:00,214.9,115.7,82.64,24.3,Medido
MED-1505,ATV-001,2026-08-08T20:00:00,3.6,66.87,93.85,25.7,Medido
MED-1506,ATV-002,2026-08-08T20:00:00,181.98,92.16,80.74,23.6,Estimado
MED-1507,ATV-003,2026-08-08T20:00:00,313.6,124.38,97.63,25.0,Medido
MED-1508,ATV-004,2026-08-08T20:00:00,118.0,90.77,85.12,27.0,Medido
MED-1509,ATV-005,2026-08-08T20:00:00,343.0,143.78,99.7,26.1,Medido
MED-1510,ATV-006,2026-08-08T20:00:00,3.2,82.44,98.03,24.3,Medido
MED-1511,ATV-007,2026-08-08T20:00:00,392.0,170.1,97.74,21.3,Medido
MED-1512,ATV-008,2026-08-08T20:00:00,225.4,115.7,82.64,21.7,Medido
MED-1513,ATV-001,2026-08-08T21:00:00,3.6,66.87,93.85,23.1,Estimado
MED-1514,ATV-002,2026-08-08T21:00:00,169.98,92.16,80.74,21.0,Medido
MED-1515,ATV-003,2026-08-08T21:00:00,313.6,124.38,97.63,22.4,Medido
MED-1516,ATV-004,2026-08-08T21:00:00,117.09,90.77,85.12,24.4,Medido
MED-1517,ATV-005,2026-08-08T21:00:00,343.0,143.78,99.7,23.5,Medido
MED-1518,ATV-006,2026-08-08T21:00:00,3.2,82.44,98.03,21.7,Medido
MED-1519,ATV-007,2026-08-08T21:00:00,392.0,170.1,97.74,18.7,Medido
MED-1520,ATV-008,2026-08-08T21:00:00,225.4,115.7,82.64,19.2,Medido
MED-1521,ATV-001,2026-08-08T22:00:00,3.6,55.44,93.85,20.7,Medido
MED-1522,ATV-002,2026-08-08T22:00:00,159.38,76.91,80.74,18.6,Medido
MED-1523,ATV-003,2026-08-08T22:00:00,313.6,104.05,97.63,20.0,Medido
MED-1524,ATV-004,2026-08-08T22:00:00,118.05,77.42,85.12,22.0,Medido
MED-1525,ATV-005,2026-08-08T22:00:00,343.0,121.54,99.7,21.1,Medido
MED-1526,ATV-006,2026-08-08T22:00:00,3.2,72.28,98.03,19.3,Medido
MED-1527,ATV-007,2026-08-08T22:00:00,392.0,144.69,97.74,16.3,Medido
MED-1528,ATV-008,2026-08-08T22:00:00,225.4,101.08,82.64,16.7,Medido
MED-1529,ATV-001,2026-08-08T23:00:00,3.6,55.44,93.85,18.6,Medido
MED-1530,ATV-002,2026-08-08T23:00:00,150.41,76.91,80.74,16.5,Medido
MED-1531,ATV-003,2026-08-08T23:00:00,313.6,104.05,97.63,17.9,Medido
MED-1532,ATV-004,2026-08-08T23:00:00,120.86,77.42,85.12,19.9,Medido
MED-1533,ATV-005,2026-08-08T23:00:00,343.0,121.54,99.7,19.0,Medido
MED-1534,ATV-006,2026-08-08T23:00:00,3.2,72.28,98.03,17.3,Medido
MED-1535,ATV-007,2026-08-08T23:00:00,392.0,144.69,97.74,14.2,Medido
MED-1536,ATV-008,2026-08-08T23:00:00,225.4,101.08,82.64,14.7,Medido
MED-1537,ATV-001,2026-08-09T00:00:00,3.6,60.53,93.56,17.0,Medido
MED-1538,ATV-002,2026-08-09T00:00:00,235.2,83.71,81.37,14.9,Medido
MED-1539,ATV-003,2026-08-09T00:00:00,313.6,113.11,98.61,16.3,Medido
MED-1540,ATV-004,2026-08-09T00:00:00,205.8,83.37,85.55,18.3,Medido
MED-1541,ATV-005,2026-08-09T00:00:00,343.0,131.45,99.7,17.4,Medido
MED-1542,ATV-006,2026-08-09T00:00:00,3.2,76.8,97.04,15.7,Medido
MED-1543,ATV-007,2026-08-09T00:00:00,392.0,156.01,97.19,12.6,Medido
MED-1544,ATV-008,2026-08-09T00:00:00,207.27,107.59,83.04,13.1,Medido
MED-1545,ATV-001,2026-08-09T01:00:00,3.6,60.53,93.56,16.1,Medido
MED-1546,ATV-002,2026-08-09T01:00:00,235.2,83.71,81.37,13.9,Medido
MED-1547,ATV-003,2026-08-09T01:00:00,313.6,113.11,98.61,15.3,Medido
MED-1548,ATV-004,2026-08-09T01:00:00,205.8,83.37,85.55,17.3,Medido
MED-1549,ATV-005,2026-08-09T01:00:00,343.0,131.45,99.7,16.4,Medido
MED-1550,ATV-006,2026-08-09T01:00:00,3.2,76.8,97.04,14.7,Medido
MED-1551,ATV-007,2026-08-09T01:00:00,392.0,156.01,97.19,11.6,Medido
MED-1552,ATV-008,2026-08-09T01:00:00,193.35,107.59,83.04,12.1,Medido
MED-1553,ATV-001,2026-08-09T02:00:00,3.6,60.53,93.56,15.7,Medido
MED-1554,ATV-002,2026-08-09T02:00:00,235.2,83.71,81.37,13.6,Medido
MED-1555,ATV-003,2026-08-09T02:00:00,313.6,113.11,98.61,15.0,Medido
MED-1556,ATV-004,2026-08-09T02:00:00,205.8,83.37,85.55,17.0,Medido
MED-1557,ATV-005,2026-08-09T02:00:00,343.0,131.45,99.7,16.1,Medido
MED-1558,ATV-006,2026-08-09T02:00:00,3.2,76.8,97.04,14.3,Medido
MED-1559,ATV-007,2026-08-09T02:00:00,392.0,156.01,97.19,11.3,Medido
MED-1560,ATV-008,2026-08-09T02:00:00,180.31,107.59,83.04,11.7,Medido
MED-1561,ATV-001,2026-08-09T03:00:00,3.6,60.53,93.56,16.1,Medido
MED-1562,ATV-002,2026-08-09T03:00:00,235.2,83.71,81.37,13.9,Medido
MED-1563,ATV-003,2026-08-09T03:00:00,313.6,113.11,98.61,15.3,Medido
MED-1564,ATV-004,2026-08-09T03:00:00,205.8,83.37,85.55,17.3,Medido
MED-1565,ATV-005,2026-08-09T03:00:00,343.0,131.45,99.7,16.4,Medido
MED-1566,ATV-006,2026-08-09T03:00:00,3.2,76.8,97.04,14.7,Medido
MED-1567,ATV-007,2026-08-09T03:00:00,392.0,156.01,97.19,11.6,Medido
MED-1568,ATV-008,2026-08-09T03:00:00,168.42,107.59,83.04,12.1,Medido
MED-1569,ATV-001,2026-08-09T04:00:00,3.6,60.53,93.56,17.0,Medido
MED-1570,ATV-002,2026-08-09T04:00:00,235.2,83.71,81.37,14.9,Medido
MED-1571,ATV-003,2026-08-09T04:00:00,313.6,113.11,98.61,16.3,Medido
MED-1572,ATV-004,2026-08-09T04:00:00,205.8,83.37,85.55,18.3,Medido
MED-1573,ATV-005,2026-08-09T04:00:00,343.0,131.45,99.7,17.4,Medido
MED-1574,ATV-006,2026-08-09T04:00:00,3.2,76.8,97.04,15.7,Medido
MED-1575,ATV-007,2026-08-09T04:00:00,392.0,156.01,97.19,12.6,Medido
MED-1576,ATV-008,2026-08-09T04:00:00,157.92,107.59,83.04,13.1,Medido
MED-1577,ATV-001,2026-08-09T05:00:00,3.6,60.53,93.56,18.6,Medido
MED-1578,ATV-002,2026-08-09T05:00:00,235.2,83.71,81.37,16.5,Medido
MED-1579,ATV-003,2026-08-09T05:00:00,313.6,113.11,98.61,17.9,Medido
MED-1580,ATV-004,2026-08-09T05:00:00,205.8,83.37,85.55,19.9,Medido
MED-1581,ATV-005,2026-08-09T05:00:00,343.0,131.45,99.7,19.0,Medido
MED-1582,ATV-006,2026-08-09T05:00:00,3.2,76.8,97.04,17.3,Medido
MED-1583,ATV-007,2026-08-09T05:00:00,392.0,156.01,97.19,14.2,Medido
MED-1584,ATV-008,2026-08-09T05:00:00,149.03,107.59,83.04,14.7,Medido
MED-1585,ATV-001,2026-08-09T06:00:00,3.6,60.53,93.56,20.7,Medido
MED-1586,ATV-002,2026-08-09T06:00:00,235.2,83.71,81.37,18.6,Medido
MED-1587,ATV-003,2026-08-09T06:00:00,313.6,113.11,98.61,20.0,Medido
MED-1588,ATV-004,2026-08-09T06:00:00,205.8,83.37,85.55,22.0,Medido
MED-1589,ATV-005,2026-08-09T06:00:00,343.0,131.45,99.7,21.1,Medido
MED-1590,ATV-006,2026-08-09T06:00:00,3.2,76.8,97.04,19.3,Medido
MED-1591,ATV-007,2026-08-09T06:00:00,392.0,156.01,97.19,16.3,Medido
MED-1592,ATV-008,2026-08-09T06:00:00,141.92,107.59,83.04,16.7,Medido
MED-1593,ATV-001,2026-08-09T07:00:00,53.99,60.53,93.56,23.1,Medido
MED-1594,ATV-002,2026-08-09T07:00:00,235.2,83.71,81.37,21.0,Medido
MED-1595,ATV-003,2026-08-09T07:00:00,313.6,113.11,98.61,22.4,Medido
MED-1596,ATV-004,2026-08-09T07:00:00,205.8,83.37,85.55,24.4,Medido
MED-1597,ATV-005,2026-08-09T07:00:00,343.0,131.45,99.7,23.5,Medido
MED-1598,ATV-006,2026-08-09T07:00:00,48.0,76.8,97.04,21.7,Medido
MED-1599,ATV-007,2026-08-09T07:00:00,392.0,156.01,97.19,18.7,Medido
MED-1600,ATV-008,2026-08-09T07:00:00,136.75,107.59,83.04,19.2,Medido
MED-1601,ATV-001,2026-08-09T08:00:00,104.31,73.11,93.56,25.7,Medido
MED-1602,ATV-002,2026-08-09T08:00:00,235.2,100.48,81.37,23.6,Medido
MED-1603,ATV-003,2026-08-09T08:00:00,313.6,135.47,98.61,25.0,Medido
MED-1604,ATV-004,2026-08-09T08:00:00,205.8,98.04,85.55,27.0,Medido
MED-1605,ATV-005,2026-08-09T08:00:00,343.0,155.9,99.7,26.1,Medido
MED-1606,ATV-006,2026-08-09T08:00:00,92.72,87.98,97.04,24.3,Medido
MED-1607,ATV-007,2026-08-09T08:00:00,392.0,183.96,97.19,21.3,Medido
MED-1608,ATV-008,2026-08-09T08:00:00,133.62,123.66,83.04,21.7,Medido
MED-1609,ATV-001,2026-08-09T09:00:00,147.52,73.11,93.56,28.3,Medido
MED-1610,ATV-002,2026-08-09T09:00:00,235.2,100.48,81.37,26.2,Medido
MED-1611,ATV-003,2026-08-09T09:00:00,313.6,135.47,98.61,27.6,Medido
MED-1612,ATV-004,2026-08-09T09:00:00,205.8,98.04,85.55,29.6,Medido
MED-1613,ATV-005,2026-08-09T09:00:00,343.0,155.9,99.7,28.7,Medido
MED-1614,ATV-006,2026-08-09T09:00:00,131.13,87.98,97.04,26.9,Medido
MED-1615,ATV-007,2026-08-09T09:00:00,392.0,183.96,97.19,23.9,Medido
MED-1616,ATV-008,2026-08-09T09:00:00,132.58,123.66,83.04,24.3,Estimado
MED-1617,ATV-001,2026-08-09T10:00:00,176.4,73.11,93.56,30.7,Medido
MED-1618,ATV-002,2026-08-09T10:00:00,235.2,100.48,81.37,28.6,Medido
MED-1619,ATV-003,2026-08-09T10:00:00,313.6,135.47,98.61,30.0,Medido
MED-1620,ATV-004,2026-08-09T10:00:00,205.8,98.04,85.55,32.0,Medido
MED-1621,ATV-005,2026-08-09T10:00:00,343.0,155.9,99.7,31.1,Medido
MED-1622,ATV-006,2026-08-09T10:00:00,156.8,87.98,97.04,29.3,Medido
MED-1623,ATV-007,2026-08-09T10:00:00,392.0,183.96,97.19,26.3,Estimado
MED-1624,ATV-008,2026-08-09T10:00:00,133.67,123.66,83.04,26.7,Medido
MED-1625,ATV-001,2026-08-09T11:00:00,176.4,73.11,93.56,32.8,Medido
MED-1626,ATV-002,2026-08-09T11:00:00,235.2,100.48,81.37,30.7,Medido
MED-1627,ATV-003,2026-08-09T11:00:00,313.6,135.47,98.61,32.1,Medido
MED-1628,ATV-004,2026-08-09T11:00:00,202.51,98.04,85.55,34.1,Medido
MED-1629,ATV-005,2026-08-09T11:00:00,343.0,155.9,99.7,33.2,Medido
MED-1630,ATV-006,2026-08-09T11:00:00,156.8,87.98,97.04,31.4,Estimado
MED-1631,ATV-007,2026-08-09T11:00:00,392.0,183.96,97.19,28.4,Medido
MED-1632,ATV-008,2026-08-09T11:00:00,136.86,123.66,83.04,28.8,Medido
MED-1633,ATV-001,2026-08-09T12:00:00,176.4,73.11,93.56,34.4,Medido
MED-1634,ATV-002,2026-08-09T12:00:00,235.2,100.48,81.37,32.3,Medido
MED-1635,ATV-003,2026-08-09T12:00:00,313.6,135.47,98.61,33.6,Medido
MED-1636,ATV-004,2026-08-09T12:00:00,189.25,98.04,85.55,35.7,Medido
MED-1637,ATV-005,2026-08-09T12:00:00,343.0,155.9,99.7,34.7,Estimado
MED-1638,ATV-006,2026-08-09T12:00:00,156.8,87.98,97.04,33.0,Medido
MED-1639,ATV-007,2026-08-09T12:00:00,392.0,183.96,97.19,30.0,Medido
MED-1640,ATV-008,2026-08-09T12:00:00,142.09,123.66,83.04,30.4,Medido
MED-1641,ATV-001,2026-08-09T13:00:00,176.4,73.11,93.56,35.4,Medido
MED-1642,ATV-002,2026-08-09T13:00:00,235.2,100.48,81.37,33.3,Medido
MED-1643,ATV-003,2026-08-09T13:00:00,313.6,135.47,98.61,34.6,Medido
MED-1644,ATV-004,2026-08-09T13:00:00,176.53,98.04,85.55,36.7,Estimado
MED-1645,ATV-005,2026-08-09T13:00:00,343.0,155.9,99.7,35.7,Medido
MED-1646,ATV-006,2026-08-09T13:00:00,156.8,87.98,97.04,34.0,Medido
MED-1647,ATV-007,2026-08-09T13:00:00,392.0,183.96,97.19,31.0,Medido
MED-1648,ATV-008,2026-08-09T13:00:00,149.24,123.66,83.04,31.4,Medido
MED-1649,ATV-001,2026-08-09T14:00:00,176.4,73.11,93.56,35.7,Medido
MED-1650,ATV-002,2026-08-09T14:00:00,235.2,100.48,81.37,33.6,Medido
MED-1651,ATV-003,2026-08-09T14:00:00,313.6,135.47,98.61,35.0,Estimado
